Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
1,3,564,13889,8289,7821,2845,1518
2,2,1484,11622,3570,5149,8138,3449
1,1,1381,23899,16632,9101,3903,5487
1,3,752,18884,23043,1483,5986,703
1,2,1201,15103,7344,4509,4309,1285
2,1,931,5372,9150,9743,8139,602
1,3,524,24336,20629,6701,3126,2543
2,1,1824,15482,22562,6746,4471,1656
2,1,720,3813,631,8544,4932,5232
1,2,1900,10967,6539,1431,223,3063
1,1,753,17920,10158,7674,7284,3818
1,1,1491,11942,10285,7446,8418,4879
1,1,980,18203,698,1053,9250,612
2,2,1130,14169,10264,2813,7298,3402
2,1,1071,11137,16027,9692,4158,4728
1,1,1196,24404,16472,4398,2417,3004
2,3,755,3545,9255,610,3105,772
2,2,1667,12226,19816,9304,795,3013
2,3,1934,4942,3245,6447,1628,4317
1,1,851,22715,8933,1358,4513,158
1,1,188,2430,1475,2229,9312,571
1,3,522,7455,19142,5237,6472,1367
2,3,251,7552,1996,7407,4796,2277
1,2,106,1197,17780,5287,2945,286
2,3,736,19072,6054,9595,4264,5453
1,3,1171,7897,3401,5389,7740,2926
2,2,212,11939,19768,6226,8551,2439
2,3,741,2817,8620,6932,760,3557
2,1,1998,8176,22443,8134,8252,3953
2,2,976,1124,10722,8806,9457,4432
1,1,1222,6245,14239,225,2499,1027
2,1,1764,5484,10912,5216,4094,450
2,2,1345,24188,22654,3991,815,813
1,3,1344,11291,22865,7618,2639,4600
1,1,1924,9188,9687,4413,4492,1341
2,2,1109,16227,22093,7446,5475,2688
1,1,1841,16250,4387,6189,8556,5823
2,3,1463,13888,22101,2543,5132,5586
2,2,109,24412,15179,4137,2353,5385
1,1,497,4644,21018,5511,112,560
2,3,1052,23279,1762,8622,7004,5187
1,3,926,991,8416,3113,9416,3285
2,2,848,16834,7501,8714,671,916
2,2,562,13813,15277,5374,8796,5490
1,3,1367,20888,8264,695,7052,3941
2,2,117,962,18030,9428,4715,1321
1,1,1335,14660,1966,4690,5653,1952
2,1,1777,19778,8631,5474,7555,654
1,1,643,16661,14273,9354,7207,3483
1,1,645,2464,2288,5932,8941,5955
2,2,627,2092,14632,4360,4370,4644
2,3,397,23364,20890,6199,6115,3015
2,1,512,10205,3116,118,876,3986
2,1,1782,2195,19171,667,516,807
2,3,533,9040,20178,1249,4537,3300
2,3,1874,22741,7079,8119,2494,4812
1,1,1788,16422,14063,9009,7417,1298
1,1,1523,8801,12229,2587,1444,3167
1,2,1786,24388,5433,1876,2252,933
1,2,638,14531,22869,6511,9629,1995
1,3,419,5388,8689,3227,1555,5890
1,1,733,4315,8113,8990,9371,4515
1,1,1833,9846,305,9370,2639,1553
2,3,622,19383,19885,7336,2016,4673
1,2,588,8760,23667,5260,4337,620
2,1,709,16749,10506,9541,6024,2836
1,3,1787,23638,15149,1834,1051,5863
2,3,253,792,18838,6243,2194,5447
2,3,797,24721,14103,1017,5357,3106
1,1,1325,22833,22035,7602,3141,4601
1,3,818,8332,20623,6327,6429,5320
1,1,205,22266,7500,978,6676,3226
1,2,143,19536,17171,5115,7450,3421
1,3,318,11684,9094,1557,4158,5402
1,1,298,19863,7521,7797,2849,390
1,1,1905,21308,16660,2504,8901,3618
2,3,1539,6015,19247,4413,2238,410
1,1,643,19596,3719,6025,381,368
1,3,1271,5892,4206,5765,7242,3865
2,1,1094,20313,13347,3317,5933,5493
2,3,1315,18766,22723,2027,4964,3870
1,1,241,21951,5872,922,1123,779
1,2,1206,18801,10607,3398,9601,1002
1,1,227,10098,11507,9154,7412,52
2,2,1656,5414,18106,868,5394,3479
1,2,1687,1737,21942,1020,340,4578
1,1,356,23019,3938,6579,9172,1420
2,1,1783,2262,8159,5290,7528,5044
2,1,505,2133,17008,1472,8428,4788
2,1,1532,11899,21561,6360,5715,3476
2,1,167,14257,1157,3099,2976,3042
2,3,688,7004,9522,6905,1575,2037
2,1,881,10539,11252,3936,6513,4849
2,2,500,24899,11511,9497,8551,1549
2,3,1632,24336,3240,3407,1666,3604
1,2,1033,24152,995,9101,3781,3598
2,2,830,21562,23940,7794,2384,296
1,1,1130,15633,14700,3315,8379,4732
2,3,617,19263,24800,695,6738,3227
2,1,714,1268,24153,2917,6306,5131
1,3,1726,20465,4660,646,5215,4989
2,1,1238,16270,20657,2582,1148,1186
1,3,249,15103,8404,9819,4322,2334
1,2,1696,8287,19447,2376,2915,4563
2,1,897,20580,14580,231,3131,3055
2,3,1692,12806,19394,2404,7482,2623
2,2,1706,11730,224,7133,6065,1412
1,2,1518,15433,13303,4121,7604,3274
1,2,616,23308,15845,4378,6776,959
1,3,454,4657,23314,9795,4827,3230
2,1,531,892,4580,925,611,5931
1,3,680,1896,2845,6786,7366,5876
1,1,821,5281,9131,6905,8759,5710
2,2,326,4573,1732,5204,1777,4646
1,1,570,6636,7118,6073,4816,187
1,2,635,21605,6951,9418,2376,1800
1,2,1306,22607,22399,2282,3416,2198
1,1,663,7237,4181,4053,3954,5410
2,1,1988,23350,17397,5172,1745,5143
1,2,1596,11907,20864,8803,3595,2317
2,1,1698,20216,18388,5794,5698,1508
1,1,1063,22475,7817,9764,8728,4220
2,2,1688,10130,13139,6698,9348,822
1,3,1983,16907,16110,5137,7216,771
1,3,720,17803,14691,2473,899,2078
1,1,1691,3047,7161,245,9973,68
1,2,1952,23925,10899,1618,3407,4308
1,2,748,16240,11312,1925,6147,4671
2,3,245,10322,22602,839,8616,714
2,3,1544,23164,15277,2092,4612,2863
2,1,1351,14878,18565,5860,2828,4399
1,2,1224,19404,18176,6933,1673,3517
1,3,341,21938,10335,843,9912,5144
2,3,1693,14400,10298,8326,1754,4765
1,3,1836,14094,3482,3047,8194,1703
1,3,830,257,16024,5309,625,2975
1,1,321,12934,9038,1887,2130,1076
2,2,911,12486,23229,796,904,2666
1,2,1990,8955,10462,6800,6523,5983
2,1,401,19066,3153,4188,1179,2526
1,3,1921,1515,831,6302,2271,1146
2,3,917,14800,11198,6730,870,2359
1,3,1147,8314,21564,6276,8388,5088
1,3,531,6777,20162,5226,1286,462
1,3,1488,20472,3145,2733,9176,2790
1,3,1687,1231,18686,1642,5617,5636
2,2,1437,15990,15872,3228,9222,4472
2,1,1788,2450,6028,3479,8226,71
2,3,356,24419,6925,3704,4966,5464
1,3,1641,21190,19585,6257,8942,4017
1,3,1051,137,15305,4205,7633,4609
2,3,1413,3249,16345,1134,9343,4443
2,1,201,2096,21561,9464,185,4323
1,1,1098,13595,20216,7745,2257,5313
2,1,1928,16826,2016,4315,869,1073
1,1,526,1877,1715,2965,3311,2915
1,1,771,9786,17799,832,1425,215
1,3,1337,23512,8780,5275,7921,1412
1,1,303,7486,16584,9334,4955,3371
1,3,1264,21460,21077,563,1201,1006
2,2,1336,2280,22836,2071,7525,2648
2,2,1074,13433,20148,1227,421,3939
1,3,1989,14805,16666,1576,2009,2595
2,1,724,8558,6969,7689,9704,481
2,2,405,20792,5973,9799,213,3792
2,2,161,9653,1118,2880,7071,260
1,1,499,23190,18511,2968,3763,849
1,3,1431,4648,19541,6636,9162,4936
2,2,1654,7041,2840,4979,5173,5839
2,2,1398,23029,7851,4989,597,823
2,1,312,13956,11777,8609,118,289
1,1,1763,24553,23247,644,4259,3554
1,3,1749,18713,23300,2178,3064,4956
1,1,119,5022,7031,8318,1130,260
1,2,906,7752,13871,4979,6280,313
2,3,1029,8080,9815,4801,8481,3815
2,3,592,23292,2972,722,5680,3959
2,3,989,15324,9571,1787,8557,3985
1,2,237,10347,17982,2358,5461,4840
2,2,616,391,14691,5242,442,780
2,2,700,17252,14964,3101,6040,3947
2,3,337,6065,18323,3156,8389,5909
2,1,1254,11208,11708,5826,4085,5674
2,2,631,4030,13611,6251,7530,358
2,2,552,9658,4503,8780,9560,2844
1,3,735,13079,16491,2061,8612,1703
2,2,1083,4656,10998,9062,7996,3993
1,1,1178,17278,20469,6476,2227,4415
2,1,1011,18066,5258,8055,9880,1645
1,3,826,20389,17970,4112,2181,5328
1,1,923,16507,23026,4268,6266,275
2,2,1188,4663,8355,7860,4583,3891
1,3,315,6087,7529,8534,4561,5980
2,1,813,575,10367,2999,7011,3974
1,1,142,3747,2216,2619,9051,1734
1,1,1312,20051,5362,1602,5982,3248
2,1,1881,20549,21008,7758,718,195
1,3,1162,19003,21561,5637,9803,3287
1,2,1656,20666,23393,5977,8669,1235
1,2,1254,10283,7324,4397,3523,2478
2,2,1823,17273,7544,9056,4554,1528
2,3,828,7191,14153,6135,2968,1566
2,1,530,12195,4140,2543,7597,1989
1,2,1347,11554,21247,4102,8548,4579
2,1,1988,5985,24276,9644,3978,553
2,2,1928,13933,13185,9554,6665,1048
1,1,565,12945,24679,2274,1041,3603
2,1,1938,16066,17391,5165,5043,5257
2,2,1189,18466,24647,1653,3518,566
1,1,1305,10096,18307,6837,6348,119
1,1,1827,16502,3404,3988,4311,724
2,2,1716,16093,21379,9647,6407,3311
2,1,1852,3656,9212,5948,6340,5240
2,1,1915,1535,16794,8933,3153,667
2,3,1773,8653,9661,2367,4532,2698
2,3,557,2356,9780,440,1647,3806
2,2,1543,5786,14907,2721,9105,4652
2,3,1379,5008,1505,9430,3403,424
1,1,862,19237,23975,4354,5181,4666
1,2,763,20464,20213,9694,7662,1912
1,2,1700,17257,15212,2231,9943,5032
1,3,260,3118,5521,9035,2931,867
2,2,125,16733,14281,5995,1591,5178
1,3,553,9405,14462,6271,7436,5347
1,1,806,22224,19326,8692,9552,1978
2,2,1342,11335,8855,4970,8171,3745
1,2,1084,5321,21167,9110,5140,1945
2,3,1974,6803,4872,5558,6569,3602
2,1,1146,12230,2761,2124,171,4876
2,1,1178,20049,10588,6154,2101,5556
2,2,1935,12165,2735,7784,7272,4770
2,2,1605,9557,16410,4441,2819,3900
1,1,454,2793,18740,6361,8043,5531
2,1,721,17578,24772,6586,8872,4894
2,2,496,15674,14490,5427,4477,2258
1,3,872,5886,8110,1968,1039,4787
1,3,538,4333,8838,3236,6538,615
2,1,1217,7494,2704,9801,3981,1829
1,1,1816,17300,14118,5216,285,987
1,3,1668,10159,19373,4547,8665,4985
1,2,775,8153,13385,3753,4546,5224
1,3,305,20969,237,2995,8887,3567
2,3,292,5314,20021,3130,9912,5464
1,1,497,11716,16425,1574,3453,981
1,3,883,7892,14717,477,2874,3814
1,1,1023,14100,13922,5452,9074,1737
2,1,1307,21412,12231,5017,7569,2869
2,2,772,17535,5552,9713,5458,2918
1,1,1614,100,6521,6248,7813,1589
2,1,1870,4338,22317,1457,1991,856
2,2,1214,23656,4353,5059,5861,4977
1,1,1664,12662,7098,6903,9331,3070
2,1,1420,19318,11108,8083,4258,2070
2,3,490,20262,3759,1037,8399,1316
2,3,1902,8162,2609,1181,4371,4158
2,3,962,22996,3949,4392,8196,5242
1,3,314,12817,17649,5347,9204,5161
1,2,791,1345,23531,5541,3575,1688
1,2,654,15881,8343,8060,297,309
1,2,951,16991,8401,7412,5410,2514
1,1,1958,9941,16870,2175,8052,1044
1,2,1608,15329,6528,7193,2035,2410
2,3,1988,3110,4140,3461,5236,4578
2,2,276,19812,21574,8404,1560,887
2,3,674,13583,14095,2192,9360,5360
1,2,539,21646,21091,6730,2695,2250
2,3,1616,5780,4456,2464,7061,1486
1,2,308,13772,11059,7875,9613,5919
2,3,122,22322,3190,1173,2254,4986
2,2,144,2583,1033,979,355,818
2,1,632,18639,8404,4833,9820,3887
1,2,1232,20206,4164,7047,3575,3208
1,1,212,8417,11307,4642,9104,1238
2,1,1688,20667,7927,2353,7612,5129
1,2,704,24593,12704,8275,4508,3837
2,2,1328,5255,16375,9206,8742,1777
2,1,1917,23061,24347,4835,9834,5893
2,2,1712,6670,14367,3420,4748,3097
1,1,599,18125,21033,6039,8968,3593
1,3,1878,7760,15138,7411,573,1280
1,3,1135,483,22839,9648,7572,1931
1,3,1083,21520,4982,8325,8103,906
1,2,737,14676,15246,4783,9827,3246
2,2,307,14157,15697,9056,9855,321
1,3,1715,14875,2552,5120,2851,5059
2,2,1523,2034,3277,5005,6090,1239
1,1,1863,392,13841,2217,300,5528
1,2,1205,19230,19765,3199,676,3599
1,1,1215,11329,8942,3216,2971,587
1,2,530,13194,19218,2573,8281,2940
1,3,1609,14656,22662,7978,7860,1173
2,1,774,12409,5512,8404,3463,1687
2,2,884,24501,3347,2030,7107,3609
1,2,1722,2015,17179,2458,6228,355
2,3,964,1047,19521,4923,5562,897
1,3,1477,846,18417,9802,9645,271
1,3,1232,20152,11364,6188,4022,4976
2,3,1562,15997,17689,4943,1145,1110
1,1,274,22730,15089,180,5976,482
2,1,280,10725,15759,5516,7251,1132
1,1,1199,13249,5835,2041,763,5144
1,3,1851,2717,9272,5868,7891,2148
1,3,1298,7704,14275,6263,1080,3576
2,2,507,21304,24037,7422,6099,1453
2,2,1443,1840,21487,4304,1200,4632
2,2,138,1181,14204,6312,4828,5380
2,1,903,585,16390,912,1428,1774
2,1,663,20303,16853,3882,5479,2822
1,1,1338,18477,11451,3671,4892,157
1,1,645,20224,9567,8875,8768,5627
1,1,672,22040,14808,1797,2807,451
2,3,549,17945,20165,8131,9782,4605
2,2,1511,15436,21461,3503,5868,2790
2,2,1075,22765,11477,1834,5036,4029
2,3,886,11318,19533,3587,2310,1366
1,3,1527,7827,8128,2396,1317,3419
1,1,1246,12070,156,8205,8266,279
2,2,1294,16410,4491,9522,2122,1533
1,2,184,588,18361,8701,1064,3689
1,1,1793,3816,24316,8553,4837,276
1,3,1956,13360,16982,2573,6589,2052
1,1,519,13014,12616,8187,2508,5768
1,3,1101,18002,13212,3713,1236,601
2,1,1480,13836,11171,9551,2700,2344
2,3,296,1954,7321,2462,9906,4257
2,3,400,5324,18293,1839,6158,5442
2,3,699,10535,8653,6367,2498,94
1,1,1329,12984,8179,2929,2514,3774
1,2,1480,6220,11657,5476,8988,5563
2,2,1458,12904,10377,6695,2062,599
2,2,128,17579,787,2522,237,1205
1,3,628,24963,16260,4864,1279,118
2,3,124,17580,15091,4777,4778,1719
2,1,932,24936,7756,7687,8469,5509
1,1,1319,19969,15368,5739,9817,5093
1,1,1966,13751,15021,2138,1894,4353
2,3,832,22942,5005,8527,9492,1957
2,2,426,5005,21945,2857,3392,1045
1,1,1898,6499,21925,2783,3556,257
1,1,1775,16764,10590,8375,6784,1725
1,2,1876,2767,756,5577,8320,5897
1,2,1149,5269,23398,873,1488,2981
1,3,1130,16079,782,2634,3520,5961
1,3,1615,159,3890,3930,2630,4340
2,1,996,1337,16951,6574,3764,473
1,1,1745,10768,13723,5891,6565,3911
1,2,519,8766,5802,6685,6156,4930
1,2,1817,3643,16930,2987,4859,884
1,2,1684,8374,22785,4779,2553,3937
1,2,1541,20771,1700,4530,6873,179
1,3,1592,3454,789,2124,9156,5460
2,2,312,23012,22942,1097,1341,4034
2,2,1275,358,24400,4273,4100,1307
2,2,1503,19449,11925,3511,4219,3827
1,1,407,19051,2650,9941,8245,2477
2,1,376,13595,1057,5449,9954,4228
2,2,323,24661,16461,704,2263,284
2,2,1052,17616,10684,2512,7546,3099
1,1,1461,20208,20448,3829,6010,3750
1,1,1752,17027,507,8952,9874,2832
2,2,1039,18476,22973,4091,727,3174
2,2,754,22550,975,9611,8406,5518
1,1,618,4847,5998,6911,1714,4278
1,3,709,4255,15957,2994,5242,510
1,3,699,9740,5261,3494,5173,4073
1,1,1124,12566,14979,6386,7265,2699
2,1,1489,5579,23653,7273,1140,2175
1,3,1855,4080,18227,9793,4659,3093
2,1,782,3316,17722,4045,8317,772
2,2,1087,1905,7258,8177,7270,5495
1,1,923,11626,7061,4975,3647,5457
1,1,1714,7326,9479,3174,9407,3958
2,3,1104,577,7409,8250,9768,2009
1,1,1618,2356,17920,2001,3444,2477
2,1,762,698,19606,2826,8137,3570
1,2,1668,3901,24089,7893,8262,1574
2,2,801,15491,6307,3110,2261,2997
1,1,1675,2685,19732,8880,6673,1867
2,3,1758,21135,17914,928,6712,4591
1,3,551,8426,8061,9501,3167,3613
2,2,1029,7007,7438,4088,5165,3028
1,1,947,20992,22898,5668,4064,2908
1,2,380,10364,6323,3305,6417,3853
1,3,1723,4839,7169,8042,2559,4024
1,3,1957,18860,21677,269,9897,4325
2,1,1562,19758,14978,8829,2224,3225
1,1,1043,9015,2858,6696,5186,921
2,3,719,8215,3876,6133,5803,3066
1,1,1442,5447,18591,4922,8013,4414
2,3,1769,13442,14132,5605,147,4230
1,1,152,1441,7793,167,1265,3770
1,3,1737,3199,22460,8396,7378,5960
2,3,1711,13774,16545,4546,1879,4302
2,1,1834,23068,2184,8482,6055,5247
2,3,456,21377,21825,4415,7766,4801
1,1,701,22076,5799,1960,3473,2183
2,2,1937,19266,500,5858,1283,5964
1,3,1425,8925,17109,8297,5272,4817
2,2,190,289,17458,374,905,2763
2,3,1073,19725,24948,6983,6329,333
2,1,1660,10866,17281,5958,5512,2898
2,2,1809,23345,13876,5942,7147,3469
2,3,1298,2640,3784,315,3302,4924
2,1,1519,21657,2657,6084,6283,5721
2,3,505,21772,8617,6706,7189,1969
1,1,776,657,8883,7468,4947,4990
2,2,1630,6867,13757,7969,3123,1321
1,3,1257,13173,20098,5556,3296,4910
2,2,240,13286,4159,3252,9227,4196
1,2,1970,20299,18396,7333,3332,4104
1,2,205,15969,9760,6146,2059,1507
1,1,247,23869,14808,9678,6204,5681
2,2,1699,1737,6937,2267,1041,4827
2,2,433,21643,14460,6773,2611,943
1,2,962,8146,7868,7663,7166,3560
1,2,1236,14243,1786,7241,1895,3713
2,2,362,4898,5702,2448,6079,4579
2,3,265,22611,24249,9444,3204,784
2,1,588,13611,17557,8347,6832,3376
2,2,1033,20970,10657,4930,592,3123
1,3,1348,19037,23665,9729,4544,4046
2,1,487,2198,13422,2480,9176,569
1,3,1185,11134,17211,2873,227,3886
2,2,1973,7042,4586,1227,7798,3821
1,3,585,5711,3280,3294,7917,2405
2,2,226,21770,9108,9674,1189,5257
2,2,536,8931,6662,6326,6483,3296
2,2,528,24328,17252,3380,9170,4069
2,1,1779,8420,21382,6857,6830,4570
1,2,1785,744,17522,7170,6482,5163
2,2,647,13522,8330,4346,7645,4360
2,1,1124,569,18684,3086,4819,4946
2,2,1221,1785,12625,9872,7265,5266
1,1,1778,18306,1984,1705,308,1096
1,2,1152,14828,3977,3070,5310,5531
1,2,167,1327,14336,411,2375,1695
2,2,1242,3721,24241,4291,2610,1401
1,1,989,9901,19469,2890,5195,3816
1,1,735,21135,2933,4389,760,3333
2,1,925,13675,17626,8863,522,941
2,3,1033,19541,20629,6097,6180,813
1,2,1596,1831,19531,7750,6861,1121
2,3,1159,16579,10909,9644,2012,1048
1,1,281,4051,3589,6376,490,1733
2,3,1177,15762,11343,9158,8708,1425
2,2,1936,19385,17752,1165,9115,2379
2,3,386,22947,24601,4386,1128,3702
2,3,1807,17257,5806,459,4986,3771
1,1,245,14604,22806,4342,8245,4584
1,1,1518,17535,6968,4669,2060,3253
2,3,634,16008,19594,2283,7861,750
1,3,602,8394,13431,3581,1155,3902
2,2,649,8585,9902,8251,671,2181
1,2,1898,7437,19483,8699,6941,2324
1,1,619,15313,452,9309,3175,5723
1,2,298,18924,17956,2700,946,1898
2,3,822,20996,607,1731,7144,4172
1,2,1102,13926,13022,3122,8522,278
1,1,1056,5146,747,7519,6421,827
2,3,778,11393,24205,7031,9807,2791
1,1,704,10603,16515,7975,1653,941
2,1,991,23602,8227,202,330,3717
1,2,721,12271,22376,1210,3673,5789
1,1,1190,13622,17333,770,6021,4812
2,1,1295,17455,21188,4488,2714,5816
1,2,1543,19628,7466,7068,5983,882
2,1,557,13376,24235,8672,6716,1799
2,3,822,16659,20191,7616,2883,3825
1,1,478,9300,18727,1619,8416,5659
1,1,1326,10750,8002,3200,3538,3560
2,2,1687,8523,12775,3766,4179,463
2,1,224,11803,1143,1208,9119,2283
2,3,1271,17582,18125,9570,9964,5234
1,1,693,8258,22339,6590,6733,1613
2,1,957,22477,3331,9009,5861,593
1,1,427,14084,20193,1746,6457,3446
1,2,1426,9716,399,4358,1998,5215
2,3,1585,14437,8140,9455,2556,1519
1,2,278,22345,15037,1372,8960,4331
2,1,107,16994,1021,5993,7250,3815
1,2,1730,17790,16727,1878,8416,2412
1,2,1425,20562,10135,8571,1710,5894
1,1,468,13741,14389,5126,9117,4688
1,2,805,11825,18859,2034,5088,5415
2,2,160,22142,8451,4004,3475,5288
1,2,197,24717,6953,5337,1312,219
1,3,1762,17779,1724,5957,510,4704
2,3,176,20538,13566,4238,737,2730
2,1,1926,3374,15781,8852,9439,3893
2,2,1369,20240,9081,646,1684,2414
2,2,1818,16096,6776,2347,7171,2179
2,1,211,16066,10285,3408,784,835
2,2,1682,858,11941,4263,6557,1817
2,3,1576,15893,2117,354,4566,3810
1,3,467,8486,19760,5246,9760,5881
1,3,746,14682,10812,1489,1850,3117
2,1,1630,20059,8124,7693,1556,67
1,3,1371,9086,19384,6945,3142,4772
1,3,889,15310,1601,3521,2361,1581
1,3,436,16803,4870,1650,3392,929
2,1,924,6548,10678,7158,6765,2627
2,2,1819,10804,4948,259,2831,3031
2,1,567,12332,593,7895,8453,2997
1,2,1034,21918,15283,4430,9172,1187
1,3,561,23035,23810,9480,1935,1641
1,3,1796,4501,2421,8208,5898,638
1,2,828,5507,13280,2145,5715,1263
1,3,1079,15562,3207,2068,7114,807
1,2,587,6559,23337,5935,2723,1273
1,3,786,22026,24148,4622,559,2059
1,2,1313,20997,11532,4786,3509,1202
1,3,618,5995,14450,5776,4522,2612
1,2,1433,9185,8316,2016,4097,1927
1,2,353,7392,7914,4583,2983,4937
1,3,175,22472,2187,1920,5134,4431
2,3,777,1931,18043,8225,9153,628
1,2,634,4178,6722,2643,9029,821
2,2,1456,1077,13207,8916,2972,2212
2,1,428,737,11452,8857,3050,2415
2,1,1304,24941,1878,1104,3762,1713
2,1,1759,442,15645,2973,2676,4595
1,1,105,8162,9795,5128,1823,4465
2,1,543,24070,5474,5001,3582,4630
1,2,583,13040,5633,3932,8805,3276
1,2,1950,1458,3910,4697,7555,725
1,1,1902,19297,22807,2324,3310,1691
2,3,1089,20287,883,5919,1863,626
2,3,1408,18646,17459,5676,2763,1039
2,1,2000,2439,19474,560,5266,4799
1,1,1797,21252,3860,5643,9984,2618
1,1,1494,10882,4092,3995,4187,894
2,3,945,2117,6764,7137,3885,1331
1,3,1062,22052,16276,3236,2634,667
2,2,253,5442,16832,8822,3405,4532
2,1,852,2271,12596,6651,7377,4175
2,1,268,21344,1448,7563,5554,168
2,1,1505,15384,20786,3168,530,3390
1,3,1218,19068,13282,2695,9018,1578
1,3,1002,7007,9082,3955,7690,4193
2,3,882,17687,5121,9180,9785,5401
2,1,175,8501,23722,8488,558,964
1,1,889,16712,23044,7471,4791,1824
1,1,1921,4537,24892,8957,2513,4892
2,1,379,12299,13103,829,1948,3294
1,3,363,7947,5979,3401,7574,1195
1,2,1882,17316,1594,7373,5924,3616
2,1,816,1222,8467,8756,1359,4666
1,3,1247,6539,14875,1978,8322,2365
1,3,1102,4920,22121,4620,5406,2525
1,2,844,23308,20300,5839,9465,1758
1,1,1166,23022,963,2130,8860,402
2,2,1412,1493,17480,3373,3501,3306
2,3,708,15574,21165,7162,3810,5735
1,3,712,15343,20304,1133,7579,4850
2,2,1177,14485,24106,3386,2805,1543
2,1,200,15162,17674,223,8257,1493
2,2,135,7072,5115,8610,1524,5545
1,1,591,17259,6305,6422,126,567
2,3,1729,17767,4332,405,5084,1298
1,3,1737,24011,22867,6366,909,466
1,1,709,3929,9965,8418,3839,5680
1,1,1527,21541,13648,6193,2440,899
1,3,1455,9460,3036,2858,8279,2503
2,3,236,17050,17927,8558,6283,4442
2,3,1858,4950,24223,6296,7069,3902
1,1,1292,9510,6076,2242,6117,2187
2,1,1110,5624,17412,8268,6211,601
2,1,116,18344,19546,9150,8178,804
2,3,1988,14808,2969,6496,9959,5381
2,3,1882,14700,4492,8596,7379,5054
1,2,1700,18330,5784,5549,1367,3928
2,3,1789,8537,7849,5049,5971,4496
1,3,1866,5096,2480,3399,2872,4622
1,1,944,373,8545,9981,899,1918
2,2,204,24489,3211,4920,4789,991
1,1,1516,1628,12199,5394,6160,5647
1,1,1032,11949,12408,3251,2039,3784
2,2,1930,6601,7622,5542,6919,3164
1,2,1312,1770,8097,6534,9190,3229
1,3,603,11988,21078,288,4951,2324
2,2,1144,1379,1043,2378,9228,1974
2,2,512,7961,4548,2642,8280,883
2,1,818,23817,10420,4343,3584,2843
2,2,1119,1938,11472,9433,4758,1483
2,3,1309,17295,17759,9830,3101,2145
1,3,803,22447,20914,4567,8498,2183
1,3,758,15337,7284,3777,3442,2460
2,2,290,21590,2437,2903,2530,3357
1,2,794,23316,1885,8235,4778,1259
2,3,258,3445,16075,5743,4618,541
2,2,1514,14464,4118,3600,5432,311
1,3,1829,5579,7183,119,8971,5757
2,2,578,22589,18077,2199,8648,4191
1,2,1364,24670,8168,4357,7331,2447
2,3,556,19994,13499,5830,3556,1669
1,3,1429,16716,16738,7017,1255,3110
2,3,1570,24737,7696,7298,2475,5233
2,1,393,23130,20615,4246,580,946
2,2,370,9043,20578,3482,3242,330
2,2,1865,18966,9812,6397,4973,5022
1,3,1478,7123,18935,5780,3334,1397
1,2,1573,13287,24966,8106,1067,5400
1,3,1270,21381,1508,7659,2541,678
2,1,1340,11248,20730,1173,5155,3087
1,1,1673,17846,21362,4869,6822,2380
1,3,723,18317,13184,7141,3660,2826
2,2,1372,11493,6810,2899,7625,1966
1,2,1213,11528,18077,8948,880,3659
1,1,1591,22524,20950,4646,1324,1756
2,2,767,4182,4534,9538,8734,4098
2,3,495,21208,7520,1579,4532,1519
1,1,1427,23590,4651,1799,7825,4135
2,3,454,22654,24026,9642,6631,3443
2,3,1930,15105,18159,932,6119,1347
2,2,474,15457,21259,1232,4893,2633
1,3,1063,8580,11975,7858,8423,2180
1,3,577,17400,23322,1939,4628,5176
1,3,1274,23781,9614,8690,1737,2000
2,3,531,11216,20956,2430,8334,3030
2,2,1696,9154,23276,4609,7851,2598
2,3,282,18997,5831,5053,8904,4948
2,2,953,16084,4350,2646,3971,3903
1,3,1319,6243,512,6285,518,3698
1,2,634,14505,20996,9358,1652,3209
2,3,1863,1262,24159,3424,641,1244
1,3,1669,14058,14891,299,9140,3019
2,2,630,2721,2105,4241,5208,1280
2,3,122,20058,14140,2117,400,1042
2,1,1779,17264,23166,4149,3189,893
1,1,278,18714,11096,8014,4476,3821
2,2,1217,14383,17898,1864,5405,1101
1,1,1593,14132,142,424,2341,1483
2,2,487,23144,6095,9736,8666,306
2,1,1876,1212,19531,7415,2758,3700
2,2,1229,22346,7192,6026,4730,3207
1,2,641,1827,2625,6155,5187,4811
2,1,233,16680,20868,7599,6755,865
2,2,571,3348,14483,2876,491,4328
2,3,914,24347,20508,3009,8873,299
2,3,1905,22224,4478,4483,8518,2999
1,2,1492,115,18100,3152,8615,3672
2,1,628,23014,19360,9800,7655,4684
2,3,1397,1128,21556,3198,827,1933
1,2,266,21794,6629,2233,704,3846
2,2,112,351,4308,1364,6149,5308
2,3,666,8367,9111,2357,6284,1733
1,1,1861,7648,11563,9060,1200,1627
2,2,775,6513,7128,6926,8321,392
1,1,943,2055,5253,5143,3026,4052
1,2,1073,7725,10792,5674,498,3593
2,2,202,3224,8216,1967,4261,4135
2,2,1047,2953,22992,6372,153,2692
2,3,743,19681,16437,5453,4248,3406
2,3,107,24891,12364,4520,8662,1661
2,3,1081,12444,7031,5166,2302,1105
1,3,615,20238,19111,4060,6170,3391
2,1,1362,18975,19829,2082,3029,2700
2,1,111,8392,15190,1576,6149,2204
1,2,1014,620,23674,5631,9789,1838
2,1,1729,4993,12204,5987,6419,2045
1,2,340,20148,12678,7788,3545,5772
1,2,982,20011,17559,9912,6685,5973
